name,platform,publisher,developer,Total_Shipped,year
Kane & Lynch: Dead Men,X360,Eidos Interactive,IO Interactive,0.76,2007
Kane & Lynch: Dead Men,PS3,Eidos Interactive,IO Interactive,0.75,2007
Tomb Raider: Anniversary,PSP,Eidos Interactive,Crystal Dynamics,0.57,2007
Tomb Raider: Anniversary,PS2,Eidos Interactive,Crystal Dynamics,0.5,2007
Tomb Raider: Anniversary,X360,Eidos Interactive,Crystal Dynamics,0.39,2007
Diner Dash: Sizzle & Serve,DS,Eidos Interactive,GameLab / PlayFirst,0.38,2007
Carol Vorderman's Sudoku,PS2,Eidos Interactive,Empire Interactive,0.28,2007
Battlestations: Midway,X360,Eidos Interactive,Eidos Hungary,0.26,2007
Touch the Dead,DS,Eidos Interactive,Dream On Studio,0.22,2007
Diner Dash: Sizzle & Serve,PSP,Eidos Interactive,Game Lab / Play First,0.12,2007
Hitman Trilogy,PS2,Eidos Interactive,IO Interactive,0.11,2007
Carol Vorderman's Sudoku,PSP,Eidos Interactive,Empire Interactive,0.08,2007
Escape from Bug Island,Wii,Eidos Interactive,Spike,0.06,2007
Zendoku,DS,Eidos Interactive,Zoonami Ltd.,0.06,2007
Prism: Light the Way,DS,Eidos Interactive,Game Sauce,0.05,2007
Pony Friends,DS,Eidos Interactive,Tantalus Interactive,0.05,2007
Pocket Pool,PSP,Eidos Interactive,Hyper-Devbox,0.04,2007
Bionicle Heroes,Wii,Eidos Interactive,Traveller's Tales,0.04,2007
Tomb Raider: Anniversary,PC,Eidos Interactive,Crystal Dynamics,0.03,2007
Chili Con Carnage,PSP,Eidos Interactive,Deadline Games,0.02,2007
Battlestations: Midway,PC,Eidos Interactive,Eidos Hungary,0.01,2007
Traxxpad: Portable Studio,PSP,Eidos Interactive,Definitive Studios,0.01,2007
Championship Manager 2007,X360,Eidos Interactive,Beautiful Game Studios,0.01,2007
Tomb Raider: Underworld,PS3,Eidos Interactive,Crystal Dynamics,1.26,2008
Tomb Raider: Underworld,X360,Eidos Interactive,Crystal Dynamics,1.07,2008
Tomb Raider: Underworld,Wii,Eidos Interactive,Crystal Dynamics,0.45,2008
Monster Lab,Wii,Eidos Interactive,Backbone Entertainment,0.31,2008
Wacky Races: Crash & Dash,Wii,Eidos Interactive,Farmind Ltd,0.3,2008
Conflict: Denied Ops,X360,Eidos Interactive,Pivotal Games,0.19,2008
Tomb Raider: Underworld,DS,Eidos Interactive,Santa Cruz Games,0.19,2008
Conflict: Denied Ops,PS3,Eidos Interactive,Pivotal Games,0.19,2008
Monster Lab,DS,Eidos Interactive,Backbone Entertainment,0.14,2008
Monster Lab,PS2,Eidos Interactive,Backbone Entertainment,0.11,2008
Death Jr.: Root of Evil,Wii,Eidos Interactive,Backbone Entertainment,0.11,2008
Brain Voyage,DS,Eidos Interactive,Razorback Developments,0.09,2008
Soul Bubbles,DS,Eidos Interactive,Mekensleep,0.08,2008
Tomb Raider: Underworld,PC,Eidos Interactive,Crystal Dynamics,0.08,2008
Pony Friends: Mini Breeds Edition,DS,Eidos Interactive,Tantalus Interactive,0.05,2008
Looney Tunes: Cartoon Conductor,DS,Eidos Interactive,Amaze Entertainment,0.04,2008
So Blonde,PC,Eidos Interactive,WizarBox,0.02,2008
Conflict: Denied Ops,PC,Eidos Interactive,Pivotal Games,0.01,2008
Batman: Arkham Asylum,PS3,Eidos Interactive,Rocksteady Studios,4.28,2009
Batman: Arkham Asylum,X360,Eidos Interactive,Rocksteady Studios,3.54,2009
Batman: Arkham Asylum,PC,Eidos Interactive,Rocksteady Studios,2.24,2009
Mini Ninjas,Wii,Eidos Interactive,IO Interactive,0.37,2009
Mini Ninjas,PS3,Eidos Interactive,IO Interactive,0.34,2009
Mini Ninjas,DS,Eidos Interactive,IO Interactive,0.34,2009
Battlestations: Pacific,X360,Eidos Interactive,Eidos Studios Hungary,0.32,2009
Mini Ninjas,X360,Eidos Interactive,IO Interactive,0.29,2009
Tomb Raider: Underworld (Others sales),PS2,Eidos Interactive,Crystal Dynamics,0.26,2009
Tomb Raider: Underworld,PS2,Eidos Interactive,Crystal Dynamics,0.18,2009
ShellShock 2: Blood Trails,X360,Eidos Interactive,Rebellion Developments,0.09,2009
ShellShock 2: Blood Trails,PS3,Eidos Interactive,Rebellion Developments,0.08,2009
Battlestations: Pacific,PC,Eidos Interactive,Eidos Studios Hungary,0.02,2009
Mini Ninjas,PC,Eidos Interactive,IO Interactive,0.02,2009
Double Pack Tomb Raider: Legend / Anniversary,PSP,Eidos Interactive,Buzz Monkey / Crystal Dynamics,0.01,2009
Championship Manager 2010,PC,Eidos Interactive,Beautiful Game Studios,0.01,2009
Just Cause 2,PC,Eidos Interactive,Avalanche Studios,4.16,2010
Oceanhorn: Monster of Uncharted Seas,PC,FDG Entertainment,Cornfox & Brothers,0.12,2015
Monster Boy and the Cursed Kingdom,NS,FDG Entertainment,Game Atelier,0.04,2018
Monster Boy and the Cursed Kingdom,PS4,FDG Entertainment,Game Atelier,0.03,2018
Rust,PC,Facepunch Studios,Facepunch Studios,9.02,2018
Chippy,PC,Facepunch Studios,Facepunch Studios,0.01,2019
Datenshi no Amai Yuuwaku x Kaikan Phrase,DS,FuRyu Corporation,FuRyu Corporation,0.01,2010
Tsuku Monogatari,PSP,FuRyu Corporation,FuRyu Corporation,0.03,2011
Bunmei Haruka: Aoiza Ibunroku,PSP,FuRyu Corporation,FuRyu Corporation,0.02,2011
Doraemon: Nobita and the Island of Miracles,3DS,FuRyu Corporation,FuRyu,0.08,2012
UnchainBlades EXXiV,3DS,FuRyu Corporation,FuRyu,0.02,2012
UnchainBlades EXXiV,PSP,FuRyu Corporation,FuRyu,0.02,2012
Bunmei Kaika: Aoiza Ibunroku Saien,PSP,FuRyu Corporation,Unknown,0.01,2012
Cardfight!! Vanguard: Ride to Victory!!,3DS,FuRyu Corporation,FuRyu,0.09,2013
Doraemon: Nobita to Himitsu Dougu Hakubutsukan,3DS,FuRyu Corporation,FuRyu Corporation,0.07,2013
Exstetra,PSV,FuRyu Corporation,Studio Saizensen,0.03,2013
HatsuKare * Renai Debut Sengen!,PSP,FuRyu Corporation,Vridge Inc.,0.02,2013
Exstetra,3DS,FuRyu Corporation,Studio Saizensen,0.01,2013
Cardfight!! Vanguard: Lock On Victory!!,3DS,FuRyu Corporation,FuRyu,0.07,2014
To Love-Ru Trouble Darkness: Battle Ecstasy,PSV,FuRyu Corporation,FuRyu,0.05,2014
Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta,3DS,FuRyu Corporation,FuRyu,0.04,2014
Future Card Buddyfight: Yuujou no Bakunetsu Fight!,3DS,FuRyu Corporation,FuRyu,0.08,2015
Doraemon: Nobita no Uchuu Eiyuuki,3DS,FuRyu Corporation,FuRyu,0.07,2015
New Prince of Tennis: Go to the Top,3DS,FuRyu Corporation,FuRyu,0.06,2015
Yuki Yuna is a Hero: Memory of the Forest,PSV,FuRyu Corporation,FuRyu,0.05,2015
Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku,PSV,FuRyu Corporation,FuRyu Corporation,0.04,2015
To Love-Ru Trouble: Darkness - True Princess,PSV,FuRyu Corporation,Unknown,0.02,2015
Beyblade Burst,3DS,FuRyu Corporation,FuRyu,0.09,2016
Cardfight!! Vanguard G: Stride to Victory!!,3DS,FuRyu Corporation,FuRyu,0.06,2016
Doraemon: Shin Nobita no Nihon Tanjou,3DS,FuRyu Corporation,Unknown,0.05,2016
Kamiwaza Wanda: Kira Kira Ichibangai Kikiippatsu!,3DS,FuRyu Corporation,FuRyu,0.02,2016
Beyblade Burst: God,3DS,FuRyu Corporation,FuRyu,0.04,2017
Doraemon the Movie: Nobita no Nankyoku Kachikochi Daibouken,3DS,FuRyu Corporation,Unknown,0.04,2017
Future Card Buddyfight Mezase! Buddy Champion!,3DS,FuRyu Corporation,FuRyu,0.03,2017
Miracle Tunes! Game de Tune Up! Tabun!,3DS,FuRyu Corporation,FuRyu,0.01,2017
Doraemon: Nobita no Takarajima,3DS,FuRyu Corporation,FuRyu,0.03,2018
Beyblade Burst: Battle Zero,NS,FuRyu Corporation,FuRyu,0.02,2018
Future Card Buddyfight: Tanjou! Oretachi no Saikyou Body!,3DS,FuRyu Corporation,FuRyu,0.02,2018
WORKxWORK,NS,FuRyu Corporation,FuRyu,0.01,2018
Yuuna and the Haunted Hot Springs: Steam Dungeon,PS4,FuRyu Corporation,FuRyu,0.01,2018
The Cat in the Hat,GBA,Jack of All Games,NewKidCo,0.38,2005
Veggy World,DS,Jack of All Games,Rhino Studios,0.02,2011
Hoppie,DS,Jack of All Games,Jack of All Games,0.02,2011
Assetto Corsa,PC,Kunos Simulazioni,Kunos Simulazioni,0.83,2014
Lucius,PC,Lace Mamba Global,Shiver Games,0.6,2012
Salt,PC,Lavaboots Studios,Lavaboots Studios,0.1,2018
IGT Slots: Lucky Larry's Lobstermania,PC,Masque Publishing,Masque Publishing,0.04,2011
Forza Motorsport 4,X360,Microsoft Studios,Turn 10 Studio,4.6,2011
Gears of War 3,X360,Microsoft Studios,Epic Games,3.0,2011
Kinect: Disneyland Adventures,X360,Microsoft Studios,Frontier Developments,2.41,2011
Halo: Combat Evolved Anniversary,X360,Microsoft Studios,343 Industries,2.41,2011
Kinect Sports: Season Two,X360,Microsoft Studios,Rare Ltd.,2.33,2011
The Gunstringer,X360,Microsoft Studios,Twisted Pixel Games,0.4,2011
Kinectimals: Now with Bears!,X360,Microsoft Studios,Frontier Developments,0.36,2011
Forza Motorsport 4: December IGN Pack,XBL,Microsoft Studios,Turn 10,0.03,2011
Halo 4,X360,Microsoft Studios,343 Industries,9.96,2012
Forza Horizon,X360,Microsoft Studios,Playground Games,1.94,2012
Kinect Star Wars,X360,Microsoft Studios,Terminal Reality,1.76,2012
Mark of the Ninja,PC,Microsoft Studios,Klei Entertainment,1.56,2012
Trials Evolution,XBL,Microsoft Studios,RedLynx,1.0,2012
Deadlight,PC,Microsoft Studios,Tequila Works,0.8,2012
Kinect Rush: A Disney Pixar Adventure,X360,Microsoft Studios,Asobo Studio,0.58,2012
Fable: The Journey,X360,Microsoft Studios,Lionhead Studios,0.29,2012
Insanely Twisted Shadow Planet,PC,Microsoft Studios,Shadow Planet Productions,0.11,2012
Nike+ Kinect Training,X360,Microsoft Studios,Sumo Digital,0.04,2012
Minecraft,X360,Microsoft Studios,Mojang,13.0,2013
Age of Empires II: HD Edition,PC,Microsoft Studios,Hidden Path Entertainment,5.82,2013
Dead Rising 3,XOne,Microsoft Studios,Capcom,2.7,2013
Forza Motorsport 5,XOne,Microsoft Studios,Turn 10 Studios,2.4,2013
Gears of War: Judgment,X360,Microsoft Studios,People Can Fly / Epic Games,1.6,2013
State of Decay,PC,Microsoft Studios,Undead Labs,1.49,2013
Ryse: Son of Rome,XOne,Microsoft Studios,Crytek,1.47,2013
Dust: An Elysian Tail,PC,Microsoft Studios,Humble Hearts,0.94,2013
State of Decay,XBL,Microsoft Studios,Undead Labs,0.7,2013
Zoo Tycoon (2013),XOne,Microsoft Studios,Frontier Developments,0.48,2013
Halo: Spartan Assault,PC,Microsoft Studios,Vanguard Games,0.35,2013
Zoo Tycoon (2013),X360,Microsoft Studios,Frontier Developments,0.08,2013
Minecraft,XOne,Microsoft Studios,Mojang,5.43,2014
Halo: The Master Chief Collection,XOne,Microsoft Studios,343 Industries,3.44,2014
Forza Horizon 2,XOne,Microsoft Studios,Playground Games,1.46,2014
Sunset Overdrive,XOne,Microsoft Studios,Insomniac Games,1.16,2014
Forza Horizon 2,X360,Microsoft Studios,Sumo Digital,0.83,2014
Kinect Sports Rivals,XOne,Microsoft Studios,Rare Ltd.,0.62,2014
Fable Anniversary,PC,Microsoft Studios,Lionhead Studios,0.58,2014
Fable Anniversary,X360,Microsoft Studios,Lionhead Studios,0.45,2014
Project Spark,XOne,Microsoft Studios,Team Dakota,0.17,2014
Killer Instinct (2013),XOne,Microsoft Studios,Iron Galaxy,0.11,2014
Halo 5: Guardians,XOne,Microsoft Studios,343 Industries,5.0,2015
Gears of War: Ultimate Edition,XOne,Microsoft Studios,The Coalition,3.62,2015
Forza Motorsport 6,XOne,Microsoft Studios,Turn 10 Studios,1.0,2015
Rare Replay,XOne,Microsoft Studios,Rare Ltd.,0.78,2015
State of Decay: Year One Survival Edition,XOne,Microsoft Studios,Undead Labs,0.21,2015
ScreamRide,XOne,Microsoft Studios,Frontier Developments,0.01,2015
Gears of War 4,XOne,Microsoft Studios,The Coalition,3.38,2016
Forza Horizon 3,XOne,Microsoft Studios,Playground Games,2.5,2016
Dead Rising 4,XOne,Microsoft Studios,Capcom,0.87,2016
Quantum Break,XOne,Microsoft Studios,Remedy Entertainment,0.76,2016
ReCore,XOne,Microsoft Studios,Armature Studio,0.26,2016
PlayerUnknown's Battlegrounds,XOne,Microsoft Studios,PUBG Corporation,2.17,2017
Forza Motorsport 7,XOne,Microsoft Studios,Turn 10 Studios,1.52,2017
Halo Wars 2,XOne,Microsoft Studios,Creative Assembly,0.51,2017
Super Lucky's Tale,XOne,Microsoft Studios,Playful Corp.,0.22,2017
Rush: A Disney Pixar Adventure,XOne,Microsoft Studios,Asobo Studio,0.17,2017
Disneyland Adventures,XOne,Microsoft Studios,Asobo Studio,0.07,2017
Forza Horizon 4,XOne,Microsoft Studios,Playground Games,1.84,2018
Sea of Thieves,XOne,Microsoft Studios,Rare Ltd.,0.96,2018
State of Decay 2,XOne,Microsoft Studios,Undead Labs,0.46,2018
Hellblade: Senua's Sacrifice,XOne,Microsoft Studios,Ninja Theory,0.03,2018
Shelter 2,PC,Might and Delight,Might and Delight,0.24,2015
Ziggurat,PC,Milkstone Studios,Milkstone Studios,0.24,2014
Little Racers STREET,PC,Milkstone Studios,Milkstone Studios S.L.,0.1,2014
Ziggurat,XOne,Milkstone Studios,Milkstone Studios,0.01,2015
Farm Together,PC,Milkstone Studios,Milkstone Studios S.L.,0.11,2018
Space Pirates And Zombies 2,PC,MinMax Games Ltd.,MinMax Games Ltd.,0.1,2017
Data Hacker: Initiation,PC,New Reality Games,New Reality Games,0.24,2014
Data Hacker: Reboot,PC,New Reality Games,New Reality Games,0.33,2015
Reset 1-1,PC,New Reality Games,Panda Indie Studio,0.24,2016
Nayuta no Kiseki,PSP,Nihon Falcom Corp,Nihon Falcom Corporation,0.14,2012
Alien Hominid,PS2,O~3 Entertainment,The Behemoth,0.1,2004
Pocket Dogs,GBA,O~3 Entertainment,Agatsuma Entertainment,0.08,2005
Tank Beat,DS,O~3 Entertainment,MileStone Inc.,0.03,2007
Chaos Wars,PS2,O~3 Entertainment,Idea Factory,0.04,2008
Crawl,PC,Powerhoof Pty Ltd,Powerhoof,0.24,2017
Scared Rider Xechs,PS2,RED Entertainment,RED Entertainment,0.02,2010
Oretachi no Sekai wa Shimatteiru,PSV,RED Entertainment,RED Entertainment,0.01,2017
RailWorks 2: Train Simulator,PC,RailSimulator.com,RailSimulator.com,0.01,2010
Deadly Premonition: The Director's Cut,PS3,Rising Star Games,Access Games,0.16,2013
Jewel Master: Cradle of Persia,DS,Rising Star Games,Rising Star Games,0.05,2014
Assault Suit Leynos,PS4,Rising Star Games,"extreme Co.,Ltd.",0.05,2016
Lumo,PS4,Rising Star Games,Triple Eh?,0.04,2016
SteamWorld Collection,WiiU,Rising Star Games,Image & Form Games,0.04,2016
Earth's Dawn,PS4,Rising Star Games,Unknown,0.02,2016
SteamWorld Collection,PS4,Rising Star Games,Image & Form Games,0.02,2016
Lumo,PSV,Rising Star Games,Unknown,0.02,2016
Zombie Vikings,PS4,Rising Star Games,Zoink Games,0.01,2016
Cooking Mama: Sweet Shop,3DS,Rising Star Games,Office Create,0.07,2017
Zero Escape: Zero Time Dilemma,PS4,Rising Star Games,Chime,0.03,2017
88 Heroes: 98 Heroes Edition,NS,Rising Star Games,Bitmap Bureau,0.02,2017
Lumo,NS,Rising Star Games,Triple Eh?,0.02,2017
Trailblazers,PS4,Rising Star Games,Supergonk,0.02,2018
Hello Kitty Kruisers,NS,Rising Star Games,Bergsala Lightweight,0.02,2018
SteamWorld Dig 2,PS4,Rising Star Games,Image & Form Games,0.02,2018
Trailblazers,NS,Rising Star Games,Supergonk,0.01,2018
SteamWorld Dig 2,NS,Rising Star Games,Image & Form Games,0.01,2018
Jissen Pachi-Slot Hisshouhou,SNES,Sammy Corporation,Sammy Corporation,0.19,1993
Guilty Gear X,PS2,Sammy Corporation,Arc System Works,0.12,2001
Jissen Pachi-Slot Hisshouhou! Moujuu-Oh S,PS2,Sammy Corporation,Sammy Studios,0.28,2002
Lethal Skies Elite Pilot: Team SW,PS2,Sammy Corporation,"Asmik Ace Entertainment, Inc.",0.22,2002
Jissen Pachi-Slot Hisshouhou! Aladdin A,PS2,Sammy Corporation,Sammy Studios,0.2,2002
Guilty Gear X: Advance Edition,GBA,Sammy Corporation,Arc System Works,0.06,2002
Guilty Gear X2,PS2,Sammy Corporation,Arc System Works,0.35,2003
Lethal Skies II,PS2,Sammy Corporation,"Asmik Ace Entertainment, Inc.",0.16,2003
Galerians: Ash,PS2,Sammy Corporation,Polygon Magic,0.07,2003
Jissen Pachi-Slot Hisshouhou: Hokuto no Ken,PS2,Sammy Corporation,Sammy Studios,1.0,2004
Guilty Gear Isuka,PS2,Sammy Corporation,Arc System Works,0.1,2004
Seven Samurai 20XX,PS2,Sammy Corporation,Dimps Corporation,0.08,2004
Spy Fiction,PS2,Sammy Corporation,Access Games,0.04,2004
Guilty Gear XX Slash,PS2,Sammy Corporation,Arc System Works,0.08,2006
Shatter,PC,Sidhe Interactive,Sidhe Interactive,0.26,2010
Jonah Lomu Rugby Challenge,PC,Sidhe Interactive,Sidhe Interactive,0.04,2011
Adventures of Shuggy,PC,Smudged Cat Games,Smudged Cat Games,0.1,2012
Top Gun: Fire at Will!,PS,Spectrum Holobyte,MicroProse,0.55,1996
Omega One,PC,StarSystemStudios,StarSystemStudios,0.13,2017
Sengoku Hime 3: Tenka o Kirisaku Hikari to Kage,PSP,System Soft Alpha,System Soft Alpha,0.02,2012
Moe Moe 2-ji Daisenryaku 3,PSV,System Soft Alpha,Unknown,0.01,2017
Sengoku Hime 7: Sen'un Tsuranuku Guren no Ishi,PSV,System Soft Alpha,Gesen 18,0.01,2018
Axiom Verge,PC,Thomas Happ Games,Thomas Happ Games,0.17,2015
Axiom Verge,PS4,Thomas Happ Games,Thomas Happ Games,0.04,2015
Axiom Verge,PSV,Thomas Happ Games,Thomas Happ Games,0.01,2015
Axiom Verge,NS,Thomas Happ Games,Thomas Happ Games,0.17,2017
King Arthur's Gold,PC,Transhuman Design,Transhuman Design,0.35,2013
GRIP: Combat Racing,NS,U&I Entertainment,Caged Element,0.02,2018
GRIP: Combat Racing,PS4,U&I Entertainment,Caged Element,0.01,2018
Farming 2017 - The Simulation,PC,UIG Entertainment,UIG Entertainment,0.03,2016
Farming 2017 - The Simulation,PS4,UIG Entertainment,UIG Entertainment,0.01,2016
Portal,PC,Valve Corporation,Valve Software,9.97,2008
Left 4 Dead,PC,Valve Corporation,Valve Software,4.6,2008
Left 4 Dead,X360,Valve Corporation,Certain Affinity / Valve Software,3.52,2008
Black Mesa,PC,Valve Corporation,Black Mesa Team,0.6,2012
Criticom,PS,Victory Lap Games,Kronos Digital Entertainment,0.12,1996
AeroFighters Assault,N64,Victory Lap Games,Paradigm Entertainment,0.19,1997
Dark Rift,N64,Victory Lap Games,Kronos Digital Entertainment,0.15,1997
Super Dungeon Bros,PS4,Wired Productions,React Games,0.03,2016
The Town of Light,PS4,Wired Productions,LKA,0.03,2017
Victor Vran: Overkill Edition,NS,Wired Productions,Haemimont Games,0.06,2018
The Town of Light,NS,Wired Productions,Unknown,0.03,2018
Shaq-Fu: A Legend Reborn,PS4,Wired Productions,Big Deez Productions,0.02,2018
Shaq-Fu: A Legend Reborn,NS,Wired Productions,Big Deez Productions,0.02,2018
Shaq-Fu: A Legend Reborn,XOne,Wired Productions,Big Deez Productions,0.02,2018
Max: The Curse of Brotherhood,NS,Wired Productions,Stage Clear Studios,0.01,2018
Wordhunters,PS4,Wired Productions,thumbfood Ltd.,0.01,2018
Just Deal With It,PS4,Wired Productions,Wired Productions,0.01,2018
Gothic,PC,Xicat Interactive,Piranha Bytes,0.2,2001
Top Angler: Real Bass Fishing,PS2,Xicat Interactive,SIMS,0.11,2002
Metal Dungeon,XB,Xicat Interactive,Panther Software,0.03,2002
Black Stone: Magic & Steel,XB,Xicat Interactive,Unknown,0.04,2003
Motor Trend presents Lotus Challenge,XB,Xicat Interactive,Kuju Entertainment,0.03,2003
Castle Story,PC,Zono Incorporated,Unknown,0.28,2017
RACE On,PC,bitComposer Games,SimBin,0.03,2009
Wildlife Park 3,PC,bitComposer Games,B.Alive,0.08,2011
Air Conflicts: Secret Wars,PC,bitComposer Games,Games Farm,0.03,2011
Hacker Evolution Duality,PC,exoSyphen Studios,exoSyphen Studios,0.12,2011
Darkwood,PC,Acid Wizard Studio,Unknown,0.17,2014
Death Trap,2600,Avalon Interactive,Avalon Hill,0.17,1983
Secrets of the Titanic,DS,Avanquest Software,Avanquest Software,0.02,2012
Jewel Quest 6: The Sapphire Dragon,PC,Avanquest Software,Big Fish Games,0.01,2012
4 Play Collection - Dark Mysteries,PC,Avanquest Software,GSP,0.02,2014
4 Play Collection: Treasure Hunters,PC,Avanquest Software,GSP,0.01,2014
Thomas and Friends: Steaming around Sodor,3DS,Avanquest Software,GSP,0.04,2015
7 Roses: A Darkness Rises,PC,Avanquest Software,GSP,0.02,2015
Contender 2,PS,BAM! Entertainment,Bam Entertainment,0.55,2000
Transformers: Beast Wars Transmetals,PS,BAM! Entertainment,Takara,0.11,2000
Dexter's Laboratory Deesaster Strikes,GBA,BAM! Entertainment,Virtucraft,0.41,2001
The Powerpuff Girls: Chemical X-Traction,PS,BAM! Entertainment,VIS Entertainment,0.25,2001
Sports Illustrated for Kids: Baseball,GBA,BAM! Entertainment,Sennari Interactive,0.17,2001
The Powerpuff Girls: Chemical X-Traction,N64,BAM! Entertainment,VIS Entertainment,0.16,2001
Driven,PS2,BAM! Entertainment,BAM! Entertainment,0.15,2001
Fire ProWrestling,GBA,BAM! Entertainment,Spike,0.13,2001
Hot Potato!,GBA,BAM! Entertainment,Pukka Games,0.04,2001
Driven,GBA,BAM! Entertainment,Crawfish Interactive,0.03,2001
Way of the Samurai,PS2,BAM! Entertainment,Acquire,0.51,2002
The Powerpuff Girls: Relish Rampage,PS2,BAM! Entertainment,VIS Entertainment,0.45,2002
The Powerpuff Girls: Him and Seek,GBA,BAM! Entertainment,Vicarious Visions,0.43,2002
"Ed, Edd n Eddy: Jawbreakers!",GBA,BAM! Entertainment,Crawfish Interactive - Climax,0.32,2002
Reign of Fire,PS2,BAM! Entertainment,Kuju Entertainment,0.27,2002
Riding Spirits,PS2,BAM! Entertainment,Spike,0.26,2002
WipEout Fusion,PS2,BAM! Entertainment,Studio Liverpool,0.25,2002
WRC: World Rally Championship,PS2,BAM! Entertainment,Evolution Studios,0.25,2002
Dexter's Lab Chess Challenge,GBA,BAM! Entertainment,Virtucraft,0.2,2002
Wolfenstein 3D,GBA,BAM! Entertainment,Stalker Entertainment,0.17,2002
Chase: Hollywood Stunt Driver,XB,BAM! Entertainment,I-Imagine,0.12,2002
Reign of Fire,GC,BAM! Entertainment,Kuju Entertainment,0.11,2002
Dropship: United Peace Force,PS2,BAM! Entertainment,Psygnosis Camden Studio,0.1,2002
Reign of Fire,XB,BAM! Entertainment,Kuju Entertainment,0.1,2002
Ballistic: Ecks vs. Sever,GBA,BAM! Entertainment,Crawfish Interactive,0.1,2002
Savage Skies,PS2,BAM! Entertainment,iRock Interactive,0.09,2002
Driven,GC,BAM! Entertainment,BAM! Entertainment,0.08,2002
Broken Sword: The Shadow of the Templars,GBA,BAM! Entertainment,Revolution Software Ltd.,0.06,2002
Reign of Fire,GBA,BAM! Entertainment,Crawfish Interactive,0.05,2002
Star X,GBA,BAM! Entertainment,Graphic State,0.04,2002
Runabout 3: Neo Age,PS2,BAM! Entertainment,Climax Entertainment,0.03,2002
Kong: The Animated Series,GBA,BAM! Entertainment,Planet Interactive,0.02,2002
Wallace & Gromit in Project Zoo,PS2,BAM! Entertainment,Frontier Developments,0.23,2003
Samurai Jack: The Amulet of Time,GBA,BAM! Entertainment,Virtucraft,0.22,2003
Sports Illustrated for Kids: Football,GBA,BAM! Entertainment,Sennari Interactive,0.18,2003
Wallace & Gromit in Project Zoo,GC,BAM! Entertainment,Frontier Developments,0.07,2003
The Powerpuff Girls: Relish Rampage,GC,BAM! Entertainment,VIS Entertainment,0.07,2003
Starsky & Hutch,GBA,BAM! Entertainment,Spellbound,0.03,2003
Wallace & Gromit in Project Zoo,XB,BAM! Entertainment,Frontier Developments,0.03,2003
Starsky & Hutch,GC,BAM! Entertainment,Minds-Eye?ÿProductions,0.11,2004
Bujingai: The Forsaken City,PS2,BAM! Entertainment,RED Entertainment,0.1,2004
Carmen Sandiego: The Secret of the Stolen Drums,PS2,BAM! Entertainment,Artificial Mind and Movement,0.06,2004
Carmen Sandiego: The Secret of the Stolen Drums,XB,BAM! Entertainment,Artificial Mind and Movement,0.02,2004
Carmen Sandiego: The Secret of the Stolen Drums,GC,BAM! Entertainment,Artificial Mind and Movement,0.02,2004
AKB1/48: Idol to Guam de Koishitara...,X360,Bandai Namco Games,Bandai Namco Games,0.01,2011
Mobile Suit GUNDAM SEED BATTLE DESTINY,PSV,Bandai Namco Games,Bandai Namco Games,0.12,2012
Kuroko no Basuke: Game of Miracles,PSP,Bandai Namco Games,Bandai Namco Games,0.11,2012
The IdolM@ster: Gravure For You! Vol. 6,PS3,Bandai Namco Games,Namco Bandai Games,0.03,2012
Armored Core: Verdict Day,PS3,Bandai Namco Games,From Software,0.12,2013
Kamen Rider Travelers Record,3DS,Bandai Namco Games,7thChord,0.08,2013
Armored Core: Verdict Day,X360,Bandai Namco Games,From Software,0.01,2013
Aikatsu! 365 Idol Days,3DS,Bandai Namco Games,Bandai Namco Games,0.13,2014
Project CARS,PS4,Bandai Namco Games,Slightly Mad Studios,1.28,2015
Project CARS,XOne,Bandai Namco Games,Slightly Mad Studios,0.41,2015
Project CARS,PC,Bandai Namco Games,Slightly Mad Studios,0.13,2015
Aikatsu! My No.1 Stage!,3DS,Bandai Namco Games,Bandai Namco Games,0.09,2015
Lost Heroes 2,3DS,Bandai Namco Games,M2,0.08,2015
Kaitou Joker: Toki o Koeru Kaitou to Ushinawareta Houseki,3DS,Bandai Namco Games,Bandai Namco Games,0.01,2015
Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,3DS,Bandai Namco Games,Bandai Namco Games,0.08,2016
Chou Sentouchuu: Kyuukyoku no Shinobu to Battle Player Choujou Kessen!,3DS,Bandai Namco Games,Bandai Namco Games,0.07,2016
All Kamen Rider: Rider Revolution,3DS,Bandai Namco Games,Bandai Namco Games,0.06,2016
Haikyu!! Cross Team Match!,3DS,Bandai Namco Games,Bandai Namco Games,0.05,2016
Aikatsu Stars! My Special Appeal,3DS,Bandai Namco Games,Bandai Namco Games,0.04,2016
Tamagotchi no Puchi Puchi Omisechi: Ninki no Omise Atsume Maseta,3DS,Bandai Namco Games,Bandai Namco Games,0.01,2017
Taiko no Tatsujin: Drum 'n' Fun!,NS,Bandai Namco Games,Bandai Namco Games,1.0,2018
SoulCalibur VI,PS4,Bandai Namco Games,Project Soul,0.71,2018
SoulCalibur VI,XOne,Bandai Namco Games,Project Soul,0.3,2018
Naruto to Boruto: Shinobi Striker,PS4,Bandai Namco Games,Soleil Software Studio Inc.,0.29,2018
Naruto to Boruto: Shinobi Striker,XOne,Bandai Namco Games,Soleil Software Studio Inc.,0.19,2018
